id,title,company,location,state,category,contract_type,contract_time,salary_min,salary_max,created,description,redirect_url,salary_available,salary_avg,ingested_at
5785772267,GCP Data Engineer,Capco,"Pune, Maharashtra",Maharashtra,IT Jobs,,full_time,,,2026-07-03 00:54:24+00:00,"This job is with Capco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. About Us “Capco, a Wipro company, is a global technology and management consulting firm. Awarded with Consultancy of the year in the British Bank Award and has been ranked Top 100 Best Companies for Women in India 2022 by Avtar & Seramount. With our presence across 32 cities across globe, we support 100 clients across…",https://www.adzuna.in/land/ad/5785772267?se=ODv10s958RG2Y4KvMPRbaQ&utm_medium=api&utm_source=4a2f7c39&v=DD4D6AE5735D8D0EE10198C4770AC022908768C5,False,,2026-07-07
5785770903,GCP Data Engineer,Capco,"Chennai, Tamil Nadu",Tamil Nadu,IT Jobs,,full_time,,,2026-07-03 00:54:12+00:00,"This job is with Capco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. About Us “Capco, a Wipro company, is a global technology and management consulting firm. Awarded with Consultancy of the year in the British Bank Award and has been ranked Top 100 Best Companies for Women in India 2022 by Avtar & Seramount. With our presence across 32 cities across globe, we support 100 clients across…",https://www.adzuna.in/land/ad/5785770903?se=ODv10s958RG2Y4KvMPRbaQ&utm_medium=api&utm_source=4a2f7c39&v=8E09099D99B90135C5670D455F3E380D16EBC43D,False,,2026-07-07
5785771492,Principal Data Engineer,Cornerstone OnDemand,"Pune, Maharashtra",Maharashtra,IT Jobs,,full_time,,,2026-07-03 00:54:16+00:00,"This job is with Cornerstone OnDemand, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Principal Data Engineer We are seeking a talented Principal Data Engineer in Pune, India. Reporting to the Sr. Manager - Data Engineering and working with the Senior Manager - IT Analytics. The right candidate has strong communication skills, passion for solving business problems with data, domain knowl…",https://www.adzuna.in/land/ad/5785771492?se=ODv10s958RG2Y4KvMPRbaQ&utm_medium=api&utm_source=4a2f7c39&v=B0341551623BB6EE2455EAF537ED72882CFE5C1C,False,,2026-07-07
5785772386,Senior Data Engineer,Moody's,"Bangalore, Karnataka",Karnataka,IT Jobs,,full_time,,,2026-07-03 00:54:25+00:00,"This job is with Moody's, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. At Moody's, we unite the brightest minds to turn today’s risks into tomorrow’s opportunities. We do this by striving to create an inclusive environment where everyone feels welcome to be who they are—with the freedom to exchange ideas, think innovatively, and listen to each other and customers in meaningful ways. Mo…",https://www.adzuna.in/land/ad/5785772386?se=ODv10s958RG2Y4KvMPRbaQ&utm_medium=api&utm_source=4a2f7c39&v=6FB4572534CB5DA1251B3EED6079C07D8F51D424,False,,2026-07-07
5790410734,Sr Data Engineer,Kyndryl,"Bangalore, Karnataka",Karnataka,IT Jobs,,full_time,,,2026-07-07 05:28:51+00:00,"This job is with Kyndryl, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Who We Are At Kyndryl, we run and reimagine the mission-critical technology systems that drive advantage for the world's leading businesses. We are at the heart of progress; with proven expertise and a continuous flow of AI-powered insight, enabling smarter decisions, faster innovation, and a lasting competitive edg…",https://www.adzuna.in/land/ad/5790410734?se=ODv10s958RG2Y4KvMPRbaQ&utm_medium=api&utm_source=4a2f7c39&v=6B00EAEBD78702CEA29146658C27C37A013BE60E,False,,2026-07-07
5785772645,Senior Data Engineer,Cornerstone OnDemand,"Hyderabad, Telangana",Telangana,IT Jobs,,full_time,,,2026-07-03 00:54:28+00:00,"This job is with Cornerstone OnDemand, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. We are seeking a talented Senior Data Engineer in India. The right candidate has strong communication skills, passion for solving business problems with data and has domain knowledge in Finance, Human Resources, and Customer Success. You have empathy, curiosity and desire to improve and constantly learn…",https://www.adzuna.in/land/ad/5785772645?se=ODv10s958RG2Y4KvMPRbaQ&utm_medium=api&utm_source=4a2f7c39&v=EA9EE3536568CF2B14833B3ADF7FA157E3FDF3B8,False,,2026-07-07
5785772257,Senior Data Engineer,Danaher,"Kolkata, West Bengal",West Bengal,IT Jobs,,full_time,,,2026-07-03 00:54:23+00:00,"This job is with Danaher, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Bring more to life. Are you ready to accelerate your potential and make a real difference within life sciences, diagnostics, and biotechnology? At SCIEX, one of Danaher’s 15 operating companies, our work saves lives—and we’re all united by a shared commitment to innovate for tangible impact. You’ll thrive in a cultu…",https://www.adzuna.in/land/ad/5785772257?se=ODv10s958RG2Y4KvMPRbaQ&utm_medium=api&utm_source=4a2f7c39&v=289DFE0BCDDA3D8364C535B9F57DC1672B345F2D,False,,2026-07-07
5785772907,"Senior Data Engineer, AVP",Deutsche Bank,"Pune, Maharashtra",Maharashtra,IT Jobs,,full_time,,,2026-07-03 00:54:30+00:00,"This job is with Deutsche Bank, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Position Overview Role Description This role is for Senior Integration Developer responsible for solution design and development of the CRM data layer that feeds data into CRM Wealth Management business application. The candidate is expected to work closely with Transformation and other key stake holders to en…",https://www.adzuna.in/land/ad/5785772907?se=ODv10s958RG2Y4KvMPRbaQ&utm_medium=api&utm_source=4a2f7c39&v=79F9334A355FE07BD117110FEA3547BBFBB1FDCA,False,,2026-07-07
5785771165,"Senior Data Engineer (Data Analytics),Hyderabad",Warner Bros. Discovery,"Hyderabad, Telangana",Telangana,IT Jobs,,full_time,,,2026-07-03 00:54:14+00:00,"This job is with Warner Bros. Discovery, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Welcome to Warner Bros. Discovery… the stuff dreams are made of. Who We Are… When we say, “the stuff dreams are made of,” we’re not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD’s vast portfolio of iconic content and beloved brands,…",https://www.adzuna.in/land/ad/5785771165?se=ODv10s958RG2Y4KvMPRbaQ&utm_medium=api&utm_source=4a2f7c39&v=BF69E51A86BB0EE315A8CBFBCE124770A2334A33,False,,2026-07-07
5783568951,Technical Delivery Lead- Data Engineering,Narwal,India,,IT Jobs,,,,,2026-07-01 17:19:11+00:00,"About Us : Narwal, with its Global Delivery Model, strategically expands its reach across North America, the United Kingdom, and an offshore development centre in India. Delivery cutting edge AI, Data, and Quality Engineering solutions and consistently surpassing expectations. Narwal has achieved remarkable triple-digit growth rates year after year, earning accolades such as Inc. 5000, Best IT Services Company, Best Data Technology Company, and Partner of the Year with Tricentis. Our Vision: To…",https://www.adzuna.in/land/ad/5783568951?se=ODv10s958RG2Y4KvMPRbaQ&utm_medium=api&utm_source=4a2f7c39&v=273C9D3FAF5235FB673FACFA08C8BC70DAF7D96D,False,,2026-07-07
5790410259,IT&D Data Engineering Senior Manager,Reckitt,"Hyderabad, Telangana",Telangana,IT Jobs,,full_time,,,2026-07-07 05:28:21+00:00,"This job is with Reckitt, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. We are Reckitt Home to the world's best loved and trusted hygiene, health, and nutrition brands. Our purpose defines why we exist: to protect, heal and nurture in the relentless pursuit of a cleaner, healthier world. We are a global team united by this purpose. Join us in our fight to make access to the highest qual…",https://www.adzuna.in/land/ad/5790410259?se=ODv10s958RG2Y4KvMPRbaQ&utm_medium=api&utm_source=4a2f7c39&v=ACE8D51B1A12C4D033992A8DF4814C4D2727F37F,False,,2026-07-07
