id,title,company,location,state,category,contract_type,contract_time,salary_min,salary_max,created,description,redirect_url,salary_available,salary_avg,ingested_at
5864439111,Data Engineer,IBM,"Chennai, Tamil Nadu",Tamil Nadu,IT Jobs,,,,,2026-09-01 16:22:52+00:00,"IBM is hiring for Data Engineer-Data Platforms-AWS/Databricks at Pune and Chennai location. Your Role and Responsibilities* As a Data Engineer specializing in Data Platforms on AWS, you will advise on, develop, and maintain data engineering solutions on the AWS Cloud ecosystem. You will design, build, and operate batch and real-time data pipelines using various AWS services. Your primary responsibilities will include: • 5 years experience in Design and Develop Data Pipelines: Design, build, and…",https://www.adzuna.in/land/ad/5864439111?se=eG3sKpKq8RGlI_dq_IL75Q&utm_medium=api&utm_source=4a2f7c39&v=34B7ADB4FF85A0A1EAC3F7AF755853522348AC8D,False,,2026-09-07
5864435807,Data Engineer,Tata Consultancy Services,"Chennai, Tamil Nadu",Tamil Nadu,IT Jobs,,,,,2026-09-01 16:22:24+00:00,"Job Title : Google Data Engineer / Lead Experience : 5-15 years Job Summary : An experienced Google Data Engineer / Lead to design, develop, and maintain large-scale data processing systems on Google Cloud Platform (GCP). The ideal candidate should have a strong background in data engineering, data warehousing, and cloud-based data platforms. Responsibilities: Data Pipeline Development: Design, develop, and maintain data pipelines using Google Cloud Dataflow, Cloud Composer, and BigQuery. Data …",https://www.adzuna.in/land/ad/5864435807?se=eG3sKpKq8RGlI_dq_IL75Q&utm_medium=api&utm_source=4a2f7c39&v=A8C2DB9206F082416499EDC21F940F46166629BE,False,,2026-09-07
5867036030,Data Engineer,Lorven Technologies Inc.,"Chennai, Tamil Nadu",Tamil Nadu,IT Jobs,,full_time,,,2026-09-02 16:42:40+00:00,"Job Description – Azure Data Engineer Job Title: Azure Data Engineer Experience: 6 Years Location: Chennai Employment Type: Full-Time / FTE Job Summary We are looking for an experienced Azure Data Engineer with 6 years of hands-on experience in designing, developing, and maintaining scalable data engineering solutions using Python, Apache Spark, Azure Databricks, and Snowflake . The ideal candidate should have strong expertise in data processing, ETL/ELT pipelines, data transformation, and clou…",https://www.adzuna.in/land/ad/5867036030?se=eG3sKpKq8RGlI_dq_IL75Q&utm_medium=api&utm_source=4a2f7c39&v=DF89B94A09FBFE63ED8D5C928B26594026506742,False,,2026-09-07
5864425404,Data Engineer,IBM,India,,IT Jobs,,,,,2026-09-01 16:20:34+00:00,"AWS Data Engineer - Databricks at Pune and Chennai location. Your Role and Responsibilities* As a Data Engineer specializing in Data Platforms on AWS, you will advise on, develop, and maintain data engineering solutions on the AWS Cloud ecosystem. You will design, build, and operate batch and real-time data pipelines using various AWS services. Your primary responsibilities will include: • 6 years' experience in Design and Develop Data Pipelines: Design, build, and operate batch and real-time d…",https://www.adzuna.in/land/ad/5864425404?se=eG3sKpKq8RGlI_dq_IL75Q&utm_medium=api&utm_source=4a2f7c39&v=F34822946A9086CB558CCB93BF6DE2AF7080F0E0,False,,2026-09-07
5870528060,Data Engineer,ACL Digital,India,,IT Jobs,,,,,2026-09-04 16:57:55+00:00,"ACL Digital is Hiring for Lead Data Engineer Experience : 9-13 Years Notice Period : Immediate Job Location : Bangalore ( Client Location) Interview Mode : L1 and L2 Virtual. We are seeking an experienced Databricks Data Engineer with strong AWS expertise to design, build, optimize, and support enterprise-scale data pipelines and Data Products. The engineer will be responsible for developing scalable Lakehouse solutions on AWS and Databricks, implementing Bronze/Silver/Gold data architectures, …",https://www.adzuna.in/land/ad/5870528060?se=eG3sKpKq8RGlI_dq_IL75Q&utm_medium=api&utm_source=4a2f7c39&v=7E299FDE79DF145117B4C1B35E23D8112B040C46,False,,2026-09-07
5864426360,Data Engineer,Synechron,"Bangalore, Karnataka",Karnataka,IT Jobs,,,,,2026-09-01 16:20:46+00:00,"Good day, We have opportunity for AWS Data Engineer Job Role: AWS Data Engineer Job Location: Synechron ( Bengaluru ) Experience- 8 to 10 years Notice: Immediate joiner to 15 days. About Synechron: Synechron is a global technology consulting firm that helps leading organizations accelerate digital transformation through innovation, expertise, and agility. With more than 16,500 professionals across around 60 offices in over 20 countries, we combine deep industry knowledge with advanced capabilit…",https://www.adzuna.in/land/ad/5864426360?se=eG3sKpKq8RGlI_dq_IL75Q&utm_medium=api&utm_source=4a2f7c39&v=69AE03BFF5FC1E948052A62ADDA16CCD2D621BB2,False,,2026-09-07
5867263517,Data Engineer,EXL,India,,IT Jobs,,,,,2026-09-02 21:45:18+00:00,"We are seeking a seasoned Data Engineer with 5-7 years of experience in data engineering, cloud platforms and distributed systems, along with 2 years of hands-on experience with Palantir Foundry/ AIP & Palantir Ontology. The ideal candidate will work on designing scalable data solutions, building robust data pipelines, modelling enterprise datasets and enabling analytics and AI/ML use cases on Palantir Foundry. Experience in the insurance domain is a plus. Key Requirements • 5-7 years of overal…",https://www.adzuna.in/land/ad/5867263517?se=eG3sKpKq8RGlI_dq_IL75Q&utm_medium=api&utm_source=4a2f7c39&v=CE43C5D48BD427D5D14A0F1A7F775DB341693706,False,,2026-09-07
5864430870,Data Engineer,EXL,India,,IT Jobs,,,,,2026-09-01 16:21:42+00:00,"About the Role We are looking for a highly skilled AWS Data Engineer to design, build, and optimize scalable data solutions on AWS cloud. The ideal candidate should have strong expertise in data engineering, ETL/ELT development, cloud-native architectures, and modern data warehousing technologies. Key Responsibilities Design, develop, and maintain scalable data pipelines on AWS. Build and optimize ETL/ELT processes for structured and unstructured data. Develop data ingestion frameworks from mul…",https://www.adzuna.in/land/ad/5864430870?se=eG3sKpKq8RGlI_dq_IL75Q&utm_medium=api&utm_source=4a2f7c39&v=A3E7642746CEFD231E55AF3945F31DC2BC9ED8AF,False,,2026-09-07
5864435034,Data Engineer,Straive,India,,IT Jobs,,,,,2026-09-01 16:22:15+00:00,"Roles and Responsibilities Architect and maintain enterprise-grade ELT and ETL data pipelines using Python, PySpark, Kafka, and Databricks to manage large-scale risk data. Build and deploy GenAI agents utilizing Google ADK, Google Flash 2.5 LLMs, and Model Context Protocol (MCP) integrated with Human-in-the-Loop workflows. Design, automate, and deploy microservice integrations for data-intensive applications on OpenShift and Kubernetes using robust CI/CD pipelines. Implement data federation lay…",https://www.adzuna.in/land/ad/5864435034?se=eG3sKpKq8RGlI_dq_IL75Q&utm_medium=api&utm_source=4a2f7c39&v=9AF7B00F66A39D9FDC3F8893DB62511D05D2AF29,False,,2026-09-07
5864432410,Data Engineer,Data Eminence,India,,IT Jobs,contract,,,,2026-09-01 16:21:53+00:00,"Join Data Eminence as a remote Data Engineer and help build reliable data pipelines and infrastructure that power analytics and business decisions. You'll work with databases, ETL processes, cloud platforms, and data processing technologies to collect, transform, and organize data. Ideal for entry-level candidates with strong SQL and programming fundamentals. Full Description Data Eminence is seeking a motivated Data Engineer to join our growing data team. In this role, you will help design, de…",https://www.adzuna.in/land/ad/5864432410?se=eG3sKpKq8RGlI_dq_IL75Q&utm_medium=api&utm_source=4a2f7c39&v=98B906DC250BF151733C57E656885CF21BE3EB17,False,,2026-09-07
5864427094,Data Engineer,MHPI ,India,,IT Jobs,,,,,2026-09-01 16:20:55+00:00,"Job Description About Us Masco Home Products India (MHPI) is a fully owned subsidiary of Masco Corporation , headquartered in Livonia, MI. The vision of MHPI is to be recognized as a world-class Global Business Services organization driven by the desire for excellence in its people, business solutions, execution, and partnerships with internal customers to develop “Lean and Simple” business solutions. Headquartered in Livonia, Michigan, Masco Corporation is a global leader in the design, manufa…",https://www.adzuna.in/land/ad/5864427094?se=eG3sKpKq8RGlI_dq_IL75Q&utm_medium=api&utm_source=4a2f7c39&v=742693F3265EA1AB31080D09274489F174EB6AB5,False,,2026-09-07
5870527464,Data Engineer,Recro,India,,IT Jobs,,,,,2026-09-04 16:57:28+00:00,"Job Title: Data Engineer-AWS Experience: 2–3 Years Location: Pune Work Mode: Work from Office-Pune About the Role We are seeking a Junior Data Engineer with 2 to 3 years of experience to join our growing team in Pune. In this role, you will work alongside senior engineers to build, optimise, and maintain data pipelines, write efficient SQL queries, and utilise AWS cloud services to enable data processing and analytics across the organisation. Key Responsibilities Assist in developing, testing, …",https://www.adzuna.in/land/ad/5870527464?se=eG3sKpKq8RGlI_dq_IL75Q&utm_medium=api&utm_source=4a2f7c39&v=0B6608796342581E1F75E76CBFA752ADFD2A0010,False,,2026-09-07
5864436934,Data Engineer,Hireginie,"Bangalore, Karnataka",Karnataka,IT Jobs,,,,,2026-09-01 16:22:33+00:00,"Data Engineer About Our Client : We are a global technology consulting company delivering digital transformation, process automation, and data-driven solutions to help organizations improve efficiency and make smarter business decisions. Job Title: Data Engineer Location: Bangalore/Gurgaon/Hyderabad Experience: 3-5 years Educational Qualification: Bachelors in Technology or related field. About the role: The Data Engineer will build and optimize scalable data solutions on Microsoft Azure using …",https://www.adzuna.in/land/ad/5864436934?se=eG3sKpKq8RGlI_dq_IL75Q&utm_medium=api&utm_source=4a2f7c39&v=7F06072D2AB7DB3BB275D49913FA7BA1F80D0B8C,False,,2026-09-07
